Organization number,Company name,email,website,Company visiting address,Company visiting postal code,Company visiting postal area,Company visiting county,Company visiting phone,Company postal address,Company postal code,Company postal area,Office name,Office visiting address,Office visiting postal code,Office visiting postal area,Office visiting county,Office visiting phone,Office postal address,Office postal code,Office postal area,turnovers-interval,employees-interval,Turnover,Profit,Result of the year,Assests,The year of figures,Registered,Profit margin,Liquidity,Solidity,Gross profit margin,2024- Employees,2023- Employees,2022- Employees,2024- Turnover,2023- Turnover,2022- Turnover,2024- Result after financial items,2023- Result after financial items,2022- Result after financial items,2024- Years result,2023- Years result,2022- Years result,2024- Assets,2023- Assets,2022- Assets,Operation description,SNI,Company status,Company registration,F-tax registered,Date for F-tax registration,VAT registered,Registration date for VAT,Entity type,Mother company name,Owbership type,County of seat,Munipality of seat,decision_maker_name,Decision maker title,decision_maker_email,decision_maker_number,Reference page,last_updated
5561853499,Norra Åsbo Renhållnings AB,kundservice@narab.se,narab.se,HYLLSTOFTA 6178,26493,Klippan,Skåne län,43529650,HYLLSTOFTA 6178,26493,Klippan,,,,,,,,,,,0,66909,4052,2200,110543,2020-12-01,1973,6.1,448.75,42.59,100,19,20,20,66909,72112,69801,4052,11383,14517,2200,6144,8088,110543,106221,104667,"Bolaget har till föremål för sin verksamhet att insamla, transportera och behandla avfall.",38110,Active,1973-11-27,Registrerad,1994-01-01,Yes,1973-01-01,Aktiebolag,,"Privat, ej börsnoterat",Skåne län,Klippan,Andreas Winkler,Extern verkställande direktör,andreas.winkler@narab.se,,,2024-10-28 12:55
5561853499,Norra Åsbo Renhållnings AB,kundservice@narab.se,narab.se,HYLLSTOFTA 6178,26493,Klippan,Skåne län,43529650,HYLLSTOFTA 6178,26493,Klippan,,,,,,,,,,,0,66909,4052,2200,110543,2020-12-01,1973,6.1,448.75,42.59,100,19,20,20,66909,72112,69801,4052,11383,14517,2200,6144,8088,110543,106221,104667,"Bolaget har till föremål för sin verksamhet att insamla, transportera och behandla avfall.",38110,Active,1973-11-27,Registrerad,1994-01-01,Yes,1973-01-01,Aktiebolag,,"Privat, ej börsnoterat",Skåne län,Klippan,Anna Elisabet Holmer,Styrelsesuppleant,,,,2024-10-28 12:55
5561853499,Norra Åsbo Renhållnings AB,kundservice@narab.se,narab.se,HYLLSTOFTA 6178,26493,Klippan,Skåne län,43529650,HYLLSTOFTA 6178,26493,Klippan,,,,,,,,,,,0,66909,4052,2200,110543,2020-12-01,1973,6.1,448.75,42.59,100,19,20,20,66909,72112,69801,4052,11383,14517,2200,6144,8088,110543,106221,104667,"Bolaget har till föremål för sin verksamhet att insamla, transportera och behandla avfall.",38110,Active,1973-11-27,Registrerad,1994-01-01,Yes,1973-01-01,Aktiebolag,,"Privat, ej börsnoterat",Skåne län,Klippan,Bengt Stig Agne Svensson,Lekmannarevisor,,,,2024-10-28 12:55
5561853499,Norra Åsbo Renhållnings AB,kundservice@narab.se,narab.se,HYLLSTOFTA 6178,26493,Klippan,Skåne län,43529650,HYLLSTOFTA 6178,26493,Klippan,,,,,,,,,,,0,66909,4052,2200,110543,2020-12-01,1973,6.1,448.75,42.59,100,19,20,20,66909,72112,69801,4052,11383,14517,2200,6144,8088,110543,106221,104667,"Bolaget har till föremål för sin verksamhet att insamla, transportera och behandla avfall.",38110,Active,1973-11-27,Registrerad,1994-01-01,Yes,1973-01-01,Aktiebolag,,"Privat, ej börsnoterat",Skåne län,Klippan,Carl Daniel Larsson,Revisorssuppleant,,,,2024-10-28 12:55
5561853499,Norra Åsbo Renhållnings AB,kundservice@narab.se,narab.se,HYLLSTOFTA 6178,26493,Klippan,Skåne län,43529650,HYLLSTOFTA 6178,26493,Klippan,,,,,,,,,,,0,66909,4052,2200,110543,2020-12-01,1973,6.1,448.75,42.59,100,19,20,20,66909,72112,69801,4052,11383,14517,2200,6144,8088,110543,106221,104667,"Bolaget har till föremål för sin verksamhet att insamla, transportera och behandla avfall.",38110,Active,1973-11-27,Registrerad,1994-01-01,Yes,1973-01-01,Aktiebolag,,"Privat, ej börsnoterat",Skåne län,Klippan,Dan Fredrik Andreas Håkansson,Revisorssuppleant,,,,2024-10-28 12:55
5561853499,Norra Åsbo Renhållnings AB,kundservice@narab.se,narab.se,HYLLSTOFTA 6178,26493,Klippan,Skåne län,43529650,HYLLSTOFTA 6178,26493,Klippan,,,,,,,,,,,0,66909,4052,2200,110543,2020-12-01,1973,6.1,448.75,42.59,100,19,20,20,66909,72112,69801,4052,11383,14517,2200,6144,8088,110543,106221,104667,"Bolaget har till föremål för sin verksamhet att insamla, transportera och behandla avfall.",38110,Active,1973-11-27,Registrerad,1994-01-01,Yes,1973-01-01,Aktiebolag,,"Privat, ej börsnoterat",Skåne län,Klippan,Diana Ann-Lis Broman,Styrelseledamot,,,,2024-10-28 12:55
5561853499,Norra Åsbo Renhållnings AB,kundservice@narab.se,narab.se,HYLLSTOFTA 6178,26493,Klippan,Skåne län,43529650,HYLLSTOFTA 6178,26493,Klippan,,,,,,,,,,,0,66909,4052,2200,110543,2020-12-01,1973,6.1,448.75,42.59,100,19,20,20,66909,72112,69801,4052,11383,14517,2200,6144,8088,110543,106221,104667,"Bolaget har till föremål för sin verksamhet att insamla, transportera och behandla avfall.",38110,Active,1973-11-27,Registrerad,1994-01-01,Yes,1973-01-01,Aktiebolag,,"Privat, ej börsnoterat",Skåne län,Klippan,Hans Lennart Robert Anderberg,Styrelsesuppleant,,,,2024-10-28 12:55
5561853499,Norra Åsbo Renhållnings AB,kundservice@narab.se,narab.se,HYLLSTOFTA 6178,26493,Klippan,Skåne län,43529650,HYLLSTOFTA 6178,26493,Klippan,,,,,,,,,,,0,66909,4052,2200,110543,2020-12-01,1973,6.1,448.75,42.59,100,19,20,20,66909,72112,69801,4052,11383,14517,2200,6144,8088,110543,106221,104667,"Bolaget har till föremål för sin verksamhet att insamla, transportera och behandla avfall.",38110,Active,1973-11-27,Registrerad,1994-01-01,Yes,1973-01-01,Aktiebolag,,"Privat, ej börsnoterat",Skåne län,Klippan,Jan Folke Tomas Nilsson,Styrelseledamot,,,,2024-10-28 12:55
5561853499,Norra Åsbo Renhållnings AB,kundservice@narab.se,narab.se,HYLLSTOFTA 6178,26493,Klippan,Skåne län,43529650,HYLLSTOFTA 6178,26493,Klippan,,,,,,,,,,,0,66909,4052,2200,110543,2020-12-01,1973,6.1,448.75,42.59,100,19,20,20,66909,72112,69801,4052,11383,14517,2200,6144,8088,110543,106221,104667,"Bolaget har till föremål för sin verksamhet att insamla, transportera och behandla avfall.",38110,Active,1973-11-27,Registrerad,1994-01-01,Yes,1973-01-01,Aktiebolag,,"Privat, ej börsnoterat",Skåne län,Klippan,John David Bertil Olow,Revisor,,,,2024-10-28 12:55
5561853499,Norra Åsbo Renhållnings AB,kundservice@narab.se,narab.se,HYLLSTOFTA 6178,26493,Klippan,Skåne län,43529650,HYLLSTOFTA 6178,26493,Klippan,,,,,,,,,,,0,66909,4052,2200,110543,2020-12-01,1973,6.1,448.75,42.59,100,19,20,20,66909,72112,69801,4052,11383,14517,2200,6144,8088,110543,106221,104667,"Bolaget har till föremål för sin verksamhet att insamla, transportera och behandla avfall.",38110,Active,1973-11-27,Registrerad,1994-01-01,Yes,1973-01-01,Aktiebolag,,"Privat, ej börsnoterat",Skåne län,Klippan,Kaj Mats Torvald Valdemarsson,Styrelsesuppleant,,,,2024-10-28 12:55
5561853499,Norra Åsbo Renhållnings AB,kundservice@narab.se,narab.se,HYLLSTOFTA 6178,26493,Klippan,Skåne län,43529650,HYLLSTOFTA 6178,26493,Klippan,,,,,,,,,,,0,66909,4052,2200,110543,2020-12-01,1973,6.1,448.75,42.59,100,19,20,20,66909,72112,69801,4052,11383,14517,2200,6144,8088,110543,106221,104667,"Bolaget har till föremål för sin verksamhet att insamla, transportera och behandla avfall.",38110,Active,1973-11-27,Registrerad,1994-01-01,Yes,1973-01-01,Aktiebolag,,"Privat, ej börsnoterat",Skåne län,Klippan,Karl-Gustav Rundberg,Styrelsesuppleant,,,,2024-10-28 12:55
5561853499,Norra Åsbo Renhållnings AB,kundservice@narab.se,narab.se,HYLLSTOFTA 6178,26493,Klippan,Skåne län,43529650,HYLLSTOFTA 6178,26493,Klippan,,,,,,,,,,,0,66909,4052,2200,110543,2020-12-01,1973,6.1,448.75,42.59,100,19,20,20,66909,72112,69801,4052,11383,14517,2200,6144,8088,110543,106221,104667,"Bolaget har till föremål för sin verksamhet att insamla, transportera och behandla avfall.",38110,Active,1973-11-27,Registrerad,1994-01-01,Yes,1973-01-01,Aktiebolag,,"Privat, ej börsnoterat",Skåne län,Klippan,Kerstin Anna Wendt,Styrelsesuppleant,,,,2024-10-28 12:55
5561853499,Norra Åsbo Renhållnings AB,kundservice@narab.se,narab.se,HYLLSTOFTA 6178,26493,Klippan,Skåne län,43529650,HYLLSTOFTA 6178,26493,Klippan,,,,,,,,,,,0,66909,4052,2200,110543,2020-12-01,1973,6.1,448.75,42.59,100,19,20,20,66909,72112,69801,4052,11383,14517,2200,6144,8088,110543,106221,104667,"Bolaget har till föremål för sin verksamhet att insamla, transportera och behandla avfall.",38110,Active,1973-11-27,Registrerad,1994-01-01,Yes,1973-01-01,Aktiebolag,,"Privat, ej börsnoterat",Skåne län,Klippan,Kim Pauli James Svitzer,Styrelseledamot,,,,2024-10-28 12:55
5561853499,Norra Åsbo Renhållnings AB,kundservice@narab.se,narab.se,HYLLSTOFTA 6178,26493,Klippan,Skåne län,43529650,HYLLSTOFTA 6178,26493,Klippan,,,,,,,,,,,0,66909,4052,2200,110543,2020-12-01,1973,6.1,448.75,42.59,100,19,20,20,66909,72112,69801,4052,11383,14517,2200,6144,8088,110543,106221,104667,"Bolaget har till föremål för sin verksamhet att insamla, transportera och behandla avfall.",38110,Active,1973-11-27,Registrerad,1994-01-01,Yes,1973-01-01,Aktiebolag,,"Privat, ej börsnoterat",Skåne län,Klippan,Lars Göran Thulin,Styrelseledamot,lars.goran.thulin@narab.se,,,2024-10-28 12:55
5561853499,Norra Åsbo Renhållnings AB,kundservice@narab.se,narab.se,HYLLSTOFTA 6178,26493,Klippan,Skåne län,43529650,HYLLSTOFTA 6178,26493,Klippan,,,,,,,,,,,0,66909,4052,2200,110543,2020-12-01,1973,6.1,448.75,42.59,100,19,20,20,66909,72112,69801,4052,11383,14517,2200,6144,8088,110543,106221,104667,"Bolaget har till föremål för sin verksamhet att insamla, transportera och behandla avfall.",38110,Active,1973-11-27,Registrerad,1994-01-01,Yes,1973-01-01,Aktiebolag,,"Privat, ej börsnoterat",Skåne län,Klippan,Lars Inge Sjöholm,Lekmannarevisorssuppleant,,,,2024-10-28 12:55
5561853499,Norra Åsbo Renhållnings AB,kundservice@narab.se,narab.se,HYLLSTOFTA 6178,26493,Klippan,Skåne län,43529650,HYLLSTOFTA 6178,26493,Klippan,,,,,,,,,,,0,66909,4052,2200,110543,2020-12-01,1973,6.1,448.75,42.59,100,19,20,20,66909,72112,69801,4052,11383,14517,2200,6144,8088,110543,106221,104667,"Bolaget har till föremål för sin verksamhet att insamla, transportera och behandla avfall.",38110,Active,1973-11-27,Registrerad,1994-01-01,Yes,1973-01-01,Aktiebolag,,"Privat, ej börsnoterat",Skåne län,Klippan,Matti Armas Josefsson,Styrelseledamot,,,,2024-10-28 12:55
5561853499,Norra Åsbo Renhållnings AB,kundservice@narab.se,narab.se,HYLLSTOFTA 6178,26493,Klippan,Skåne län,43529650,HYLLSTOFTA 6178,26493,Klippan,,,,,,,,,,,0,66909,4052,2200,110543,2020-12-01,1973,6.1,448.75,42.59,100,19,20,20,66909,72112,69801,4052,11383,14517,2200,6144,8088,110543,106221,104667,"Bolaget har till föremål för sin verksamhet att insamla, transportera och behandla avfall.",38110,Active,1973-11-27,Registrerad,1994-01-01,Yes,1973-01-01,Aktiebolag,,"Privat, ej börsnoterat",Skåne län,Klippan,Nils Erik Hagstedt,Revisor,,,,2024-10-28 12:55
5561853499,Norra Åsbo Renhållnings AB,kundservice@narab.se,narab.se,HYLLSTOFTA 6178,26493,Klippan,Skåne län,43529650,HYLLSTOFTA 6178,26493,Klippan,,,,,,,,,,,0,66909,4052,2200,110543,2020-12-01,1973,6.1,448.75,42.59,100,19,20,20,66909,72112,69801,4052,11383,14517,2200,6144,8088,110543,106221,104667,"Bolaget har till föremål för sin verksamhet att insamla, transportera och behandla avfall.",38110,Active,1973-11-27,Registrerad,1994-01-01,Yes,1973-01-01,Aktiebolag,,"Privat, ej börsnoterat",Skåne län,Klippan,Ralf Allan Scott,Styrelseledamot,,,,2024-10-28 12:55
5561853499,Norra Åsbo Renhållnings AB,kundservice@narab.se,narab.se,HYLLSTOFTA 6178,26493,Klippan,Skåne län,43529650,HYLLSTOFTA 6178,26493,Klippan,,,,,,,,,,,0,66909,4052,2200,110543,2020-12-01,1973,6.1,448.75,42.59,100,19,20,20,66909,72112,69801,4052,11383,14517,2200,6144,8088,110543,106221,104667,"Bolaget har till föremål för sin verksamhet att insamla, transportera och behandla avfall.",38110,Active,1973-11-27,Registrerad,1994-01-01,Yes,1973-01-01,Aktiebolag,,"Privat, ej börsnoterat",Skåne län,Klippan,Sven Anders Danielsson,Styrelsesuppleant,,,,2024-10-28 12:55
5561853499,Norra Åsbo Renhållnings AB,kundservice@narab.se,narab.se,HYLLSTOFTA 6178,26493,Klippan,Skåne län,43529650,HYLLSTOFTA 6178,26493,Klippan,,,,,,,,,,,0,66909,4052,2200,110543,2020-12-01,1973,6.1,448.75,42.59,100,19,20,20,66909,72112,69801,4052,11383,14517,2200,6144,8088,110543,106221,104667,"Bolaget har till föremål för sin verksamhet att insamla, transportera och behandla avfall.",38110,Active,1973-11-27,Registrerad,1994-01-01,Yes,1973-01-01,Aktiebolag,,"Privat, ej börsnoterat",Skåne län,Klippan,Ulf Agne Lennart Bengtsson,Styrelseledamot,,,,2024-10-28 12:55
5561853499,Norra Åsbo Renhållnings AB,kundservice@narab.se,narab.se,HYLLSTOFTA 6178,26493,Klippan,Skåne län,43529650,HYLLSTOFTA 6178,26493,Klippan,,,,,,,,,,,0,66909,4052,2200,110543,2020-12-01,1973,6.1,448.75,42.59,100,19,20,20,66909,72112,69801,4052,11383,14517,2200,6144,8088,110543,106221,104667,"Bolaget har till föremål för sin verksamhet att insamla, transportera och behandla avfall.",38110,Active,1973-11-27,Registrerad,1994-01-01,Yes,1973-01-01,Aktiebolag,,"Privat, ej börsnoterat",Skåne län,Klippan,Ulf Bjarne Säther,Styrelsesuppleant,,,,2024-10-28 12:55
5564339397,AB Svenssons Bildemontering,info@svenssonsbildem.se,"svenssonsbildem.se,svenssonsbildemontering.se",MOSSLUNDAVÄGEN 64-44,29191,Kristianstad,Skåne län,,MOSSLUNDAVÄGEN 64-44,29191,Kristianstad,,,,,,,,,,,0,40264,6374,2252,25834,2020-12-01,1991,16.41,146.68,56.34,72.71,30,30,30,40264,39530,34263,6374,4572,1654,2252,1995,464,25834,19155,15532,"Aktiebolagets verksamhet ska vara att bedriva auktoriserad bilskrotning, handel med bilar, bildelar och bilreparationer samt förvaltning av värdepapper samt därmed förenlig verksamhet.",3831141200,Active,1991-09-25,Registrerad,1994-01-01,Yes,1992-01-01,Aktiebolag,AB Svenssons Förvaltning i Vä,"Privat, ej börsnoterat",Skåne län,Kristianstad,C M C Totte Sosa Svensson,Styrelseledamot,,,,2024-10-28 12:55
5564339397,AB Svenssons Bildemontering,info@svenssonsbildem.se,"svenssonsbildem.se,svenssonsbildemontering.se",MOSSLUNDAVÄGEN 64-44,29191,Kristianstad,Skåne län,,MOSSLUNDAVÄGEN 64-44,29191,Kristianstad,,,,,,,,,,,0,40264,6374,2252,25834,2020-12-01,1991,16.41,146.68,56.34,72.71,30,30,30,40264,39530,34263,6374,4572,1654,2252,1995,464,25834,19155,15532,"Aktiebolagets verksamhet ska vara att bedriva auktoriserad bilskrotning, handel med bilar, bildelar och bilreparationer samt förvaltning av värdepapper samt därmed förenlig verksamhet.",3831141200,Active,1991-09-25,Registrerad,1994-01-01,Yes,1992-01-01,Aktiebolag,AB Svenssons Förvaltning i Vä,"Privat, ej börsnoterat",Skåne län,Kristianstad,Jan Gunnar Christer Asplund,Revisor,,,,2024-10-28 12:55
5564339397,AB Svenssons Bildemontering,info@svenssonsbildem.se,"svenssonsbildem.se,svenssonsbildemontering.se",MOSSLUNDAVÄGEN 64-44,29191,Kristianstad,Skåne län,,MOSSLUNDAVÄGEN 64-44,29191,Kristianstad,,,,,,,,,,,0,40264,6374,2252,25834,2020-12-01,1991,16.41,146.68,56.34,72.71,30,30,30,40264,39530,34263,6374,4572,1654,2252,1995,464,25834,19155,15532,"Aktiebolagets verksamhet ska vara att bedriva auktoriserad bilskrotning, handel med bilar, bildelar och bilreparationer samt förvaltning av värdepapper samt därmed förenlig verksamhet.",3831141200,Active,1991-09-25,Registrerad,1994-01-01,Yes,1992-01-01,Aktiebolag,AB Svenssons Förvaltning i Vä,"Privat, ej börsnoterat",Skåne län,Kristianstad,Mats Per-Janek Svensson,Styrelseledamot,,,,2024-10-28 12:55
5564339397,AB Svenssons Bildemontering,info@svenssonsbildem.se,"svenssonsbildem.se,svenssonsbildemontering.se",MOSSLUNDAVÄGEN 64-44,29191,Kristianstad,Skåne län,,MOSSLUNDAVÄGEN 64-44,29191,Kristianstad,,,,,,,,,,,0,40264,6374,2252,25834,2020-12-01,1991,16.41,146.68,56.34,72.71,30,30,30,40264,39530,34263,6374,4572,1654,2252,1995,464,25834,19155,15532,"Aktiebolagets verksamhet ska vara att bedriva auktoriserad bilskrotning, handel med bilar, bildelar och bilreparationer samt förvaltning av värdepapper samt därmed förenlig verksamhet.",3831141200,Active,1991-09-25,Registrerad,1994-01-01,Yes,1992-01-01,Aktiebolag,AB Svenssons Förvaltning i Vä,"Privat, ej börsnoterat",Skåne län,Kristianstad,Nils Peter Martin Svensson,Styrelseledamot,,,,2024-10-28 12:55
5564339397,AB Svenssons Bildemontering,info@svenssonsbildem.se,"svenssonsbildem.se,svenssonsbildemontering.se",MOSSLUNDAVÄGEN 64-44,29191,Kristianstad,Skåne län,,MOSSLUNDAVÄGEN 64-44,29191,Kristianstad,,,,,,,,,,,0,40264,6374,2252,25834,2020-12-01,1991,16.41,146.68,56.34,72.71,30,30,30,40264,39530,34263,6374,4572,1654,2252,1995,464,25834,19155,15532,"Aktiebolagets verksamhet ska vara att bedriva auktoriserad bilskrotning, handel med bilar, bildelar och bilreparationer samt förvaltning av värdepapper samt därmed förenlig verksamhet.",3831141200,Active,1991-09-25,Registrerad,1994-01-01,Yes,1992-01-01,Aktiebolag,AB Svenssons Förvaltning i Vä,"Privat, ej börsnoterat",Skåne län,Kristianstad,Per Anders Robin Svensson,Styrelsesuppleant,,,,2024-10-28 12:55
5564339397,AB Svenssons Bildemontering,info@svenssonsbildem.se,"svenssonsbildem.se,svenssonsbildemontering.se",MOSSLUNDAVÄGEN 64-44,29191,Kristianstad,Skåne län,,MOSSLUNDAVÄGEN 64-44,29191,Kristianstad,,,,,,,,,,,0,40264,6374,2252,25834,2020-12-01,1991,16.41,146.68,56.34,72.71,30,30,30,40264,39530,34263,6374,4572,1654,2252,1995,464,25834,19155,15532,"Aktiebolagets verksamhet ska vara att bedriva auktoriserad bilskrotning, handel med bilar, bildelar och bilreparationer samt förvaltning av värdepapper samt därmed förenlig verksamhet.",3831141200,Active,1991-09-25,Registrerad,1994-01-01,Yes,1992-01-01,Aktiebolag,AB Svenssons Förvaltning i Vä,"Privat, ej börsnoterat",Skåne län,Kristianstad,Sandra Sosa Svensson,Extern verkställande direktör,,,,2024-10-28 12:55
5566838313,Hyresbostäder I Malmö AB,info@hyresbostader.se,www.hbim.se,,0,,,40306676,BOX 5046,20071,Malmö,,,,,,,,,,,0,0,5043,10142,367543,2020-12-01,2005,,3726.63,64.69,,5,4,4,0,0,0,5043,22228,15048,10142,27815,26226,367543,362186,348630,Bolaget ska bedriva fastighetsförvaltning.,64202,Registrerad hos Bolagsverket,2005-07-13,Aldrig registrerats,,Yes,,Aktiebolag,Hyresbostäder i Malmö Aktiebolag,"Privat, ej börsnoterat",Skåne län,Malmö,Bengt Roland Andersson,Revisor,,,,2024-10-28 12:55
5566838313,Hyresbostäder I Malmö AB,info@hyresbostader.se,www.hbim.se,,0,,,40306676,BOX 5046,20071,Malmö,,,,,,,,,,,0,0,5043,10142,367543,2020-12-01,2005,,3726.63,64.69,,5,4,4,0,0,0,5043,22228,15048,10142,27815,26226,367543,362186,348630,Bolaget ska bedriva fastighetsförvaltning.,64202,Registrerad hos Bolagsverket,2005-07-13,Aldrig registrerats,,Yes,,Aktiebolag,Hyresbostäder i Malmö Aktiebolag,"Privat, ej börsnoterat",Skåne län,Malmö,Carl Mikael Dahlqvist,Styrelseledamot,mikael@hyrabostad.net,,,2024-10-28 12:55
5566838313,Hyresbostäder I Malmö AB,info@hyresbostader.se,www.hbim.se,,0,,,40306676,BOX 5046,20071,Malmö,,,,,,,,,,,0,0,5043,10142,367543,2020-12-01,2005,,3726.63,64.69,,5,4,4,0,0,0,5043,22228,15048,10142,27815,26226,367543,362186,348630,Bolaget ska bedriva fastighetsförvaltning.,64202,Registrerad hos Bolagsverket,2005-07-13,Aldrig registrerats,,Yes,,Aktiebolag,Hyresbostäder i Malmö Aktiebolag,"Privat, ej börsnoterat",Skåne län,Malmö,Gullvi Ann-Chatrin Lundberg,Styrelsesuppleant,,,,2024-10-28 12:55
5566838313,Hyresbostäder I Malmö AB,info@hyresbostader.se,www.hbim.se,,0,,,40306676,BOX 5046,20071,Malmö,,,,,,,,,,,0,0,5043,10142,367543,2020-12-01,2005,,3726.63,64.69,,5,4,4,0,0,0,5043,22228,15048,10142,27815,26226,367543,362186,348630,Bolaget ska bedriva fastighetsförvaltning.,64202,Registrerad hos Bolagsverket,2005-07-13,Aldrig registrerats,,Yes,,Aktiebolag,Hyresbostäder i Malmö Aktiebolag,"Privat, ej börsnoterat",Skåne län,Malmö,Jesper Mathias Dahlqvist,Styrelseledamot,,,,2024-10-28 12:55
5566838313,Hyresbostäder I Malmö AB,info@hyresbostader.se,www.hbim.se,,0,,,40306676,BOX 5046,20071,Malmö,,,,,,,,,,,0,0,5043,10142,367543,2020-12-01,2005,,3726.63,64.69,,5,4,4,0,0,0,5043,22228,15048,10142,27815,26226,367543,362186,348630,Bolaget ska bedriva fastighetsförvaltning.,64202,Registrerad hos Bolagsverket,2005-07-13,Aldrig registrerats,,Yes,,Aktiebolag,Hyresbostäder i Malmö Aktiebolag,"Privat, ej börsnoterat",Skåne län,Malmö,Kent Thomas Dahlqvist,Styrelseledamot,info@hyresbostader.se,,,2024-10-28 12:55
5563603801,Håkan Lindskogs Bygg & Fastighetsservice AB,hakan@hlbygg.se,hlbygg.se,SPÅRGATAN 9,27430,Skurup,Skåne län,41145337,SPÅRGATAN 9,27430,Skurup,,,,,,,,,,,0,222692,13324,7336,80527,2021-08-01,1989,6.04,134.61,42.28,16.25,26,19,19,222692,67728,81612,13324,3770,717,7336,2394,1446,80527,45119,36690,"Bolaget skall bedriva reparation, fastighetsservice, nybyggnation samt inköp och försäljning av fastigheter. Inköp och försäljning av hopphästar och träningsverksamhet inom hästhoppning samt därmed förenlig verksamhet.",4.12007E+14,Active,1989-05-25,Registrerad,1994-01-01,Yes,1990-01-01,Aktiebolag,HC Lindskog Holding AB,"Privat, ej börsnoterat",Skåne län,Skurup,Bengt Niclas Valdemar Frank,Revisor,,,,2024-10-28 12:55
5563603801,Håkan Lindskogs Bygg & Fastighetsservice AB,hakan@hlbygg.se,hlbygg.se,SPÅRGATAN 9,27430,Skurup,Skåne län,41145337,SPÅRGATAN 9,27430,Skurup,,,,,,,,,,,0,222692,13324,7336,80527,2021-08-01,1989,6.04,134.61,42.28,16.25,26,19,19,222692,67728,81612,13324,3770,717,7336,2394,1446,80527,45119,36690,"Bolaget skall bedriva reparation, fastighetsservice, nybyggnation samt inköp och försäljning av fastigheter. Inköp och försäljning av hopphästar och träningsverksamhet inom hästhoppning samt därmed förenlig verksamhet.",4.12007E+14,Active,1989-05-25,Registrerad,1994-01-01,Yes,1990-01-01,Aktiebolag,HC Lindskog Holding AB,"Privat, ej börsnoterat",Skåne län,Skurup,Bodil Catarina Lindskog,Styrelsesuppleant,,,,2024-10-28 12:55
5563603801,Håkan Lindskogs Bygg & Fastighetsservice AB,hakan@hlbygg.se,hlbygg.se,SPÅRGATAN 9,27430,Skurup,Skåne län,41145337,SPÅRGATAN 9,27430,Skurup,,,,,,,,,,,0,222692,13324,7336,80527,2021-08-01,1989,6.04,134.61,42.28,16.25,26,19,19,222692,67728,81612,13324,3770,717,7336,2394,1446,80527,45119,36690,"Bolaget skall bedriva reparation, fastighetsservice, nybyggnation samt inköp och försäljning av fastigheter. Inköp och försäljning av hopphästar och träningsverksamhet inom hästhoppning samt därmed förenlig verksamhet.",4.12007E+14,Active,1989-05-25,Registrerad,1994-01-01,Yes,1990-01-01,Aktiebolag,HC Lindskog Holding AB,"Privat, ej börsnoterat",Skåne län,Skurup,Emil Alexander Lindskog,Extern firmatecknare,,,,2024-10-28 12:55
5563603801,Håkan Lindskogs Bygg & Fastighetsservice AB,hakan@hlbygg.se,hlbygg.se,SPÅRGATAN 9,27430,Skurup,Skåne län,41145337,SPÅRGATAN 9,27430,Skurup,,,,,,,,,,,0,222692,13324,7336,80527,2021-08-01,1989,6.04,134.61,42.28,16.25,26,19,19,222692,67728,81612,13324,3770,717,7336,2394,1446,80527,45119,36690,"Bolaget skall bedriva reparation, fastighetsservice, nybyggnation samt inköp och försäljning av fastigheter. Inköp och försäljning av hopphästar och träningsverksamhet inom hästhoppning samt därmed förenlig verksamhet.",4.12007E+14,Active,1989-05-25,Registrerad,1994-01-01,Yes,1990-01-01,Aktiebolag,HC Lindskog Holding AB,"Privat, ej börsnoterat",Skåne län,Skurup,Kent Håkan Lindskog,Styrelseledamot,,,,2024-10-28 12:55
5561229278,Byggadministration Harald Olsson AB,byggadm@hoab.com,www.byggadministration.com,Östergatan 18,21125,Malmö,Skåne län,406900300,Östergatan 18 5 tr,21125,Malmö,,,,,,,,,,,0,73531,8255,5969,32169,2020-12-01,1969,11.43,149.16,41.85,70.78,31,31,30,73531,64948,60820,8255,5648,7476,5969,4505,10459,32169,29472,32115,"Aktiebolaget ska bedriva konsultverksamhet inom byggbranschen, förvaltning av aktier och fastigheter samt därmed förenlig verksamhet.",7112171200,Active,1969-01-27,Registrerad,1994-01-01,Yes,1972-01-01,Aktiebolag,Per Holding Olsson AB,"Privat, ej börsnoterat",Skåne län,Malmö,Ann Lisbeth Barchan,Styrelseledamot,ann.lisbeth.barchan@hoab.com,,,2024-10-28 12:55
5561229278,Byggadministration Harald Olsson AB,byggadm@hoab.com,www.byggadministration.com,Östergatan 18,21125,Malmö,Skåne län,406900300,Östergatan 18 5 tr,21125,Malmö,,,,,,,,,,,0,73531,8255,5969,32169,2020-12-01,1969,11.43,149.16,41.85,70.78,31,31,30,73531,64948,60820,8255,5648,7476,5969,4505,10459,32169,29472,32115,"Aktiebolaget ska bedriva konsultverksamhet inom byggbranschen, förvaltning av aktier och fastigheter samt därmed förenlig verksamhet.",7112171200,Active,1969-01-27,Registrerad,1994-01-01,Yes,1972-01-01,Aktiebolag,Per Holding Olsson AB,"Privat, ej börsnoterat",Skåne län,Malmö,Björn Olof Marcus Chavéus,Styrelseledamot,,,,2024-10-28 12:55
